,auc,colsample_bytree,gamma,max_depth,min_child_weight,subsample
0,87.99959905329096,0.0,2.1755600571891427,5.603339556368794,18.004462526541793,0.508597173116957
1,87.287635080463,0.0,4.7078949316563925,5.299005390947748,10.250398270869631,0.6975060747352936
2,89.06758128238322,0.0,0.2345436140168431,6.409003646144981,1.6751935316865456,0.651585208763152
3,88.48188914482947,0.0,1.61086095544427,9.000889912920677,4.010877204740629,0.5690859311218182
4,87.62064506258527,0.0,5.183162415655866,5.493320466874799,4.80829744419803,0.9040133472770522
5,87.58614913766782,0.0,5.376587594386432,9.904781335050162,2.885644149608389,0.8562061342315094
6,89.52689607237089,0.0,0.9778951482534604,9.164793791038523,15.559738240412468,0.8611604718937101
7,87.04648014291641,0.0,5.442840488729594,5.44095883048369,14.884510501225776,0.7132183245445589
8,85.72582235291091,0.0,7.1531003598210035,2.381238499645656,16.294869019462695,0.9490160289523292
9,87.49437322731106,0.0,2.277822381781846,6.7586010237606,19.39265809123118,0.6775635468865128
10,87.18427260155724,0.0,5.803301540299791,7.829489192503459,7.048061621472371,0.8426871579617722
11,88.263663347206,0.0,1.962314404360861,9.30382128622568,9.157491762232857,0.5100873155241502
12,88.5278661260041,0.0,3.0871841573286094,8.18928923567665,4.6744064279671935,0.8267921867628705
13,87.70107840156791,0.0,6.245878031000057,8.166479957516149,13.350040439303108,0.9004563354546931
14,89.41207232076265,0.0,0.1488142708682787,8.932567767281848,18.877070946136197,0.7393455945191283
15,86.30003343420746,0.0,4.089296820978861,3.9069682194772577,3.4903853372570035,0.6408115656340714
16,87.13838794363798,0.0,4.5495697021294905,3.176689060785437,14.785787926531775,0.9526138897789251
17,89.05609363160781,0.0,0.47942553659836484,7.495508191099171,2.758070870729453,0.7706123619907008
18,85.1287151042824,0.0,6.389018755092323,2.026301588703316,15.826580540098266,0.5772481541881307
19,85.62246646852337,0.0,3.9396686523201128,2.510979920622611,12.8233686701997,0.7010943698676588
20,86.6331027669939,0.0,7.715226463203474,9.366456013204001,8.40845072364197,0.8114497828525734
21,87.83887745472698,0.0,3.718835351565061,8.46480852407337,4.261568858892843,0.957946081080308
22,87.28762189142654,0.0,5.23941725879676,5.552611554191575,2.293857586867361,0.6469393027366724
23,86.11632334505617,0.0,9.383212941228187,4.0660711444694675,16.43187978635006,0.9853689995114412
24,86.43795778321312,0.0,7.769924259057348,4.586556320423995,7.917228817285437,0.7504658808996358
25,87.74694987045069,0.0,3.3633107525579002,6.462043434801733,5.658753554468238,0.8645229193655233
26,89.25127818249801,0.0,1.2640264291689949,7.883130886413874,13.905943736943271,0.7904785395987901
27,84.80714001678965,0.0,9.673047939386457,2.7366738000228765,17.034438502980475,0.7310288405118059
28,86.01291470452273,0.0,2.2601258478079034,2.346313415508042,12.20517943164915,0.9976912380154455
29,86.02441554433462,0.0,8.542568058871465,4.809384360537541,8.62646632589094,0.8529362269155046
30,84.69230307614491,0.0,9.001213485237326,2.8120429777121796,4.351784604460417,0.6098355541288509
31,86.9545987202678,0.0,8.766102632599553,7.083344300995998,16.608921497786696,0.9360424098920593
32,86.32290981798472,0.0,8.30654925764714,7.798617504822124,2.5719390347661735,0.8346676724218308
33,85.6110183848574,0.0,9.568351795569065,4.308741152774925,3.3017460825009257,0.7478220567522964
34,85.22060312144927,0.0,9.76334517190091,9.798468354852638,14.38008995059058,0.5394056564863224
35,87.58621508285023,0.0,2.9262651014622696,5.722153547303637,13.12638057335527,0.8451754709557908
36,86.75933503515866,0.0,6.838584585929446,9.689682968918131,13.9871602424661,0.7440344404015106
37,87.24174382802552,0.0,6.739527840785841,7.148882553160663,17.869997563293154,0.9311332127420869
38,85.01386497460122,0.0,8.850845893683378,3.040997056924792,19.75251543531186,0.5576486919701946
39,88.61966181991556,0.0,1.9163769410897347,8.35749109479464,6.895390471048955,0.8813048744433196
40,87.57475381014778,0.0,0.10255935776998815,3.665948701619213,12.677904113423734,0.6586069276426226
41,86.20811903896767,0.0,2.0561368556226203,2.6297525624989975,7.584943724822445,0.6936711637023842
42,86.26568258869132,0.0,9.993128405302619,8.054468310624765,8.880554006955267,0.8798405568293967
43,87.7125132961974,0.0,3.5326813717969907,7.43589361491362,15.384412479697371,0.6144740663579624
44,85.71428194598958,0.0,9.53187086313052,4.881614992628657,12.332389315140842,0.776663291137219
45,88.45892043779688,0.0,2.416546879211187,8.540861284291239,11.452923160616573,0.788944996240039
46,85.4962671729498,0.0,8.937379527608176,7.2190811585755075,14.935529955961933,0.5159333139094786
47,85.10563429043974,0.0,6.193109902893649,2.986803316272337,18.111901683490785,0.54545081809388
48,86.9890221054846,0.0,7.633423798968603,5.941785651984917,10.628409770283353,0.8710147966120214
49,84.95642012620588,0.0,6.934618490070222,2.465992562171126,9.3330451092069,0.656659890538106
50,87.94218717748684,0.0,3.2387387246843873,9.882998887610494,14.247720975621657,0.5272878797743878
51,87.35647525637837,0.0,2.933933488105116,7.577791137891472,19.61496299269991,0.7178589197834714
52,87.48280644231677,0.0,4.835344150121067,9.342071771384994,8.088838335288342,0.7353969875463435
53,86.44930035458725,0.0,6.414119506316235,4.837383435958923,4.607613654521683,0.761580471963489
54,87.24173723350728,0.0,5.678101182874,6.006415292903301,9.09761480795624,0.7402763629614197
55,85.26646140129556,0.0,8.666709416659206,4.545326234864985,1.7782762103557737,0.6727950940874751
56,85.93263303945962,0.0,9.164501832415716,6.504950173176652,3.2763174372880597,0.6222162452943047
57,88.9526981801108,0.0,0.36376318464760793,5.829252342868453,5.2858104615087615,0.5253490813904523
58,87.06938290476658,0.0,4.619058505504558,8.677479697330092,11.514555304257051,0.5359405572614488
59,86.3116200027565,0.0,7.505124161208899,7.381465988205241,10.86493902262372,0.6901278639472008
60,85.12861618650881,0.0,5.954453945951918,2.642184212580896,11.811616632005848,0.8854726337719246
61,87.64367971480027,0.0,5.621716522000194,8.633429010905603,11.699992150191612,0.8940514851667947
62,86.74793970763864,0.0,3.138549833825663,3.445226205321858,17.674811049829966,0.5052570726374015
63,85.07124387781413,0.0,7.290107886484998,2.1966401952885293,17.384112796921567,0.5931589079930963
64,85.46193611098838,0.0,9.401744431608304,5.655048109737923,1.0182156887519955,0.9959985033266829
65,86.08186698724818,0.0,8.264861284643116,5.9977133789411425,3.0412937518435355,0.6240869473407354
66,87.98809821347906,0.0,2.747736635674592,6.275017375483742,12.542767101356363,0.7858719825285748
67,85.01380562393706,0.0,5.108454937934939,2.948083330625262,9.9087030720088,0.5002045645333274
68,86.51829879894039,0.0,7.387294057460726,4.233125437647288,3.602555591051975,0.90744870896278
69,85.77189165734092,0.0,6.922180460953822,3.6339661166546473,18.24120163442973,0.7768276553140403
70,85.80617655767468,0.0,6.017331893355486,4.158225553039005,11.052991152283408,0.7270931290170795
71,86.01293448807745,0.0,9.820873113272803,4.249841682552638,13.21011776472129,0.8043743240375301
72,86.724997378679,0.0,8.133420863115248,8.816135795818434,16.07274904310894,0.9727720665617003
73,88.14893191885315,0.0,2.109215425377811,9.98708669817954,8.536107241858195,0.8979676210131179
74,88.59674586902891,0.0,0.6606235853703861,4.993642054115702,7.6968804111507705,0.5993026319707233
75,87.73542265256582,0.0,3.903184418159688,6.871764984080397,6.345852008768733,0.6278293406946115
76,88.25222185805825,0.0,2.391713719255877,8.32279642016367,12.946545483698355,0.9804719676738427
77,86.87419835387635,0.0,4.405795010305548,4.018198008411377,10.544343604052616,0.6756737875347583
78,86.38039423348947,0.0,5.777539416386236,4.628384700159637,5.6899311741016305,0.8085018871933354
79,85.2090759035644,0.0,6.281224528149654,2.1458467650311714,7.173464921675697,0.708587763460697
80,87.26471912957635,0.0,7.212800933686698,9.564159954777814,16.1099268693591,0.8151303914865005
81,85.5651403214564,0.0,8.487052580014547,5.38390166685981,5.002547998855405,0.5508664049347287
82,88.47043446664526,0.0,1.675914661684593,6.989532751920526,15.259855468000058,0.7244709686197333
83,87.45989049143009,0.0,4.2096587363832585,7.930089679144959,12.513092716170844,0.9242791151433429
84,85.39277280367921,0.0,9.301086265778537,3.929671822999321,5.889407934537174,0.6607335320218068
85,87.16131048904288,0.0,4.870118075199447,5.061250186377599,13.557707887782847,0.6836361277978389
86,89.10203764019123,0.0,0.7275938320658071,6.5496201974673856,9.507091372391866,0.915243301467972
87,86.6330697944027,0.0,4.994159751635409,4.4364572346944815,1.435534610947034,0.8585801815169274
88,84.84170848140774,0.0,6.545419382463812,2.089043864785348,8.122680068012238,0.8175254324076664
89,86.66746680154654,0.0,5.573966292689176,8.850437220621345,2.1052600324563144,0.6807040161553055
90,88.70010175341646,0.0,0.8127937647682897,6.183555711556991,18.373501548578226,0.8470490134162538
91,87.03495292503153,0.0,7.014085726099115,5.756385700302635,17.470464944512628,0.7986473109072747
92,88.1144557774904,0.0,3.777800969776228,7.652175510999714,19.029102221552918,0.92272247134085
93,89.38902447951115,0.0,0.542193076018262,6.320624828567644,18.8265028474389,0.8906750020894165
94,88.79193701443737,0.0,1.3608602851689522,7.4720004753922895,7.434119004553814,0.955678254546658
95,83.94613993172037,0.0,8.119273342069087,3.1426635849565314,10.95889334265662,0.9459367510769766
96,87.10395136938469,0.0,7.569895072264216,9.489023531616875,4.438550598137807,0.9671648160954749
97,83.42936710430088,0.0,5.044703213109499,2.8544932030082353,7.2864453007481025,0.9900976690379193
98,87.67800418224347,0.0,3.861756543951638,6.215759528543817,10.118290187553507,0.5945644213395338
99,86.12775823968568,0.0,7.989674561727273,5.876886966031745,13.705506909298265,0.6019978878661024
100,86.3918818842649,0.0,1.09849190264026,2.2257514183666545,5.4217529097738195,0.6059069711467197
101,87.72403391956402,0.0,3.578024961397798,8.27438362547146,6.0585105356342766,0.7053362563540896
102,89.07904914960389,0.0,1.4579689984260904,9.671356843018284,9.691993190616396,0.6683136420633257
103,88.99867516128543,0.0,0.7942604262537767,7.043570218718775,10.402843518268671,0.5537134479000605
104,89.63029811838611,0.0,0.4149197000272693,9.778780063709894,12.016759422816438,0.7649675771567976
105,87.55175213052398,0.0,4.792070161095234,6.955834937304131,7.7401614157464085,0.886941142540661
106,85.24349269426297,0.0,8.027678680961639,2.552437476548325,16.788460351043884,0.868068233129875
107,87.8273766149151,0.0,1.7484843062929474,5.234781031324123,19.99048746049565,0.6118034232779739
108,89.72212678488877,0.0,0.2790588979722566,9.457789484713892,8.281415181697746,0.6326350880127249
109,88.76899468547774,0.0,1.1364839377494613,6.725788575218539,19.34412566064438,0.9384705635509211
