,A..papers,A.papers,Average.Age,B.papers,C.papers,Contract.Value.Band,Day.of.Month,Day.of.Year,Departments,Dif.Role,Dif.countries,Grant.Category.Code,Grant.Status,Grants.succ,Grants.unsucc,Max.years.univ,Month,Number.people,PHD,Perc.CHIEF.INVESTIGATOR,Perc.Lang.Eng,Perc.Lang.Other,Perc_non_australian,RFCD.0,RFCD.1,RFCD.10,RFCD.11,RFCD.12,RFCD.13,RFCD.14,RFCD.15,RFCD.16,RFCD.17,RFCD.18,RFCD.19,RFCD.2,RFCD.20,RFCD.21,RFCD.22,RFCD.23,RFCD.24,RFCD.3,RFCD.4,RFCD.5,RFCD.6,RFCD.7,RFCD.8,RFCD.9,SEO.0,SEO.1,SEO.10,SEO.11,SEO.12,SEO.13,SEO.14,SEO.15,SEO.16,SEO.17,SEO.18,SEO.19,SEO.2,SEO.3,SEO.4,SEO.5,SEO.6,SEO.7,SEO.8,SEO.9,Season,Sponsor.Code,Weekday
0,0.6669564843177795,-0.7862327098846436,-0.8495925068855286,-0.33386322855949396,0.21018944680690765,-0.6970158815383911,-0.6654600501060486,0.8458607792854309,-0.6792136430740356,-0.6836040616035461,0.8649522066116333,-0.6219476461410522,0.0,0.6971908807754517,-0.6094845533370972,0.8472089767456055,0.0707969218492508,-0.310666561126709,-0.03835999593138695,-0.5743250250816345,-0.35321617126464844,-0.7014760375022888,-0.4312722384929657,0.06718102097511293,0.16501273214817047,0.4638509154319763,-0.4903670251369476,-0.7625319361686707,0.4231733083724976,-0.6717444658279419,0.5305520296096802,0.1984475404024124,0.05847427621483803,0.6559699177742004,0.17773832380771634,-0.4140216410160065,0.6299339532852173,0.03730858117341995,0.10419219732284546,-0.6589272618293762,0.4382952451705933,-0.2602207064628601,0.8264282941818237,-0.37084537744522095,-0.12996965646743774,-0.8077161312103271,0.5573703050613403,0.8032659888267517,-0.7045668363571167,-0.6325051188468933,0.455631822347641,-0.6616559028625488,-0.8581034541130066,-0.4695777297019959,-0.6404783725738525,0.7185940146446228,-0.4803660213947296,-0.8348421454429626,-0.5256363153457642,0.752066969871521,-0.6413434743881226,-0.2327770739793777,-0.7233179211616516,-0.7262293100357056,0.3382091522216797,-0.539047360420227,0.05230125784873962,-0.5238621234893799,-0.658558189868927,-0.44475990533828735,0.9119083285331726
1,0.7027555704116821,-0.8843780755996704,-0.9059914946556092,-0.4938793778419495,-0.015306558459997175,-0.713969886302948,-0.7266828417778015,0.8655418157577515,-0.7387706637382507,-0.7215376496315002,0.8689904212951659,-0.6848860383033752,0.0,0.7255517840385437,-0.548084557056427,0.9165645241737366,0.10913284122943878,-0.3796091377735138,0.22507894039154053,-0.7354255914688109,-0.19585786759853366,-0.6622944474220276,-0.3640545308589935,-0.08638271689414978,0.15112392604351044,0.5695446729660034,-0.3714294731616974,-0.7389605045318604,0.626369297504425,-0.795149028301239,0.5735005736351013,0.3133477866649628,0.2677197754383087,0.7090970277786255,0.3976322412490845,-0.4591768085956574,0.7917883992195129,-0.05487576499581337,0.08808223158121109,-0.7487897872924805,0.5147913098335266,-0.2186493128538132,0.8603385686874391,-0.3984511196613312,-0.17161935567855835,-0.7981441020965576,0.6040318012237549,0.8820309638977051,-0.7247182726860046,-0.6684272289276123,0.4639028310775757,-0.8298513889312744,-0.8039794564247131,-0.582001805305481,-0.8245770335197449,0.8201698064804077,-0.2985681295394897,-0.8517723083496094,-0.418904185295105,0.8607390522956848,-0.7183060646057129,-0.1414906233549118,-0.8922643065452576,-0.8177722692489624,0.23138558864593506,-0.6337404251098633,-0.045446056872606284,-0.7471568584442139,-0.6787000298500061,-0.5759323835372925,0.9373150467872621
2,0.9281359314918518,-0.9669479131698608,-0.9538453817367554,-0.8373724222183228,0.07542766630649568,-0.8544207811355591,-0.7583264708518982,0.92449688911438,-0.7937812209129333,-0.9126648902893066,0.9628831744194032,-0.9471674561500548,0.0,0.9252722263336182,-0.5232147574424744,0.9386518597602844,-0.3797841668128967,-0.1541825234889984,0.4316106736660004,-0.7919163703918457,-0.3803500235080719,-0.2945832908153534,-0.12806853652000427,-0.5432782769203186,0.1932392418384552,0.2646298110485077,-0.6624264121055603,-0.6305598616600037,0.9134732484817504,-0.7503973841667175,0.4708994626998901,0.15909694135189054,0.4879762828350067,0.7351832985877991,0.6719298958778381,-0.911707043647766,0.9513446092605592,-0.02763858623802662,-0.00012639909982681274,-0.892670214176178,0.4695360362529754,-0.2771555483341217,0.8412058353424072,0.04628600552678108,0.350967675447464,-0.7337194681167603,0.3159054815769196,0.9308884739875792,-0.9132673144340516,-0.9100125432014464,0.8661068677902222,-0.758775532245636,-0.8913818001747131,-0.7540200352668762,-0.8033198118209839,0.8862252235412598,-0.5410263538360596,-0.4475094974040985,-0.7245854139328003,0.6803200840950012,-0.7906371355056763,0.2129238396883011,-0.974522054195404,-0.9009790420532228,0.4768586158752442,-0.612798810005188,-0.17318454384803772,-0.8754067420959473,-0.7698412537574768,-0.1753341406583786,0.9507133364677428
3,0.4625606834888458,-0.8116456270217896,-0.7292848229408264,-0.3988302946090698,-0.15614233911037445,-0.4512669444084168,-0.7268965244293213,0.9005972743034363,-0.6527721285820007,-0.7111014723777771,0.7327629923820496,-0.27813708782196045,0.0,0.6921308040618896,-0.564673662185669,0.7379689216613771,0.05229798704385757,-0.4973951876163482,0.1855427175760269,-0.620091438293457,-0.0838027223944664,-0.565264105796814,-0.4273598790168762,0.3167094588279724,0.0030502283480018373,0.5265002250671387,-0.1393970400094986,-0.7494099736213684,0.6509787440299988,-0.7293571233749391,0.4426041543483734,0.13149254024028778,0.0843818336725235,0.4978601336479187,0.2819000780582428,-0.2290242910385132,0.4863862693309784,0.2076396644115448,0.3478681147098541,-0.5774462223052979,0.5840100646018982,-0.34639793634414673,0.8605580925941467,-0.11246691644191742,-0.042602352797985084,-0.713283121585846,0.5233657956123352,0.7900647521018982,-0.27184271812438965,-0.6575763821601868,0.5414909720420837,-0.8117247223854065,-0.7825455069541931,-0.569732666015625,-0.6304206848144531,0.631106436252594,-0.6016994118690491,-0.7242850661277771,-0.4154669642448425,0.8146703243255615,-0.3894995748996735,0.023943329229950905,-0.7300661206245422,-0.7587224245071411,0.2599889636039734,-0.4012144505977631,-0.2899269461631775,-0.455296516418457,-0.43137127161026,-0.35211089253425604,0.8237425088882446
4,0.9203768968582152,-0.9598785638809204,-0.9599461555480956,-0.8198668360710144,-0.18972580134868625,-0.9187655448913574,-0.8121114373207092,0.9365543127059937,-0.8266276717185974,-0.8993353843688965,0.9547275304794312,-0.94631689786911,0.0,0.9222140312194824,-0.4833756685256958,0.9491361379623412,-0.2936631739139557,-0.3272901773452759,0.2597326338291168,-0.7884845137596129,-0.39964592456817627,-0.28871873021125793,-0.29133865237236023,-0.3817331790924072,0.18993835151195526,0.27256307005882263,-0.6547152996063232,-0.702972948551178,0.8906388878822327,-0.7530381679534912,0.5237455368041992,-0.0574970617890358,0.32113686203956604,0.6837649941444397,0.6443392634391785,-0.8758933544158936,0.9408780336380004,-0.056465189903974526,0.0014647607458755374,-0.7998580336570741,0.6182659864425659,-0.19893404841423035,0.8394236564636229,0.2295718342065811,0.27740567922592163,-0.7918462753295898,0.08658497780561447,0.9434976577758788,-0.9130582809448242,-0.9374801516532898,0.8142123818397522,-0.7536205649375916,-0.8921924233436584,-0.6835668683052063,-0.8271620869636536,0.8624710440635681,-0.5243694186210632,-0.5567443370819092,-0.7537022829055786,0.7580976486206055,-0.8057016134262085,0.12249305844306944,-0.9709265232086182,-0.8867884874343872,0.4275676608085632,-0.4147503674030304,-0.2307724803686142,-0.8833529949188232,-0.7388469576835632,-0.10176443308591844,0.9503465294837952
5,0.8529883027076721,-0.91178560256958,-0.9066041707992554,-0.730911135673523,-0.0913574919104576,-0.8078771233558655,-0.7369045615196228,0.9076935052871704,-0.7495070695877075,-0.8378710746765137,0.9432414174079896,-0.8976061940193176,0.0,0.8597007989883423,-0.5627907514572144,0.9155107736587524,-0.12754778563976288,-0.1737421154975891,0.22176603972911835,-0.7876628041267395,-0.2446140050888061,-0.3664078414440155,-0.37603852152824396,-0.21276108920574188,0.2754390835762024,0.1900368630886078,-0.6467887759208679,-0.6591809988021851,0.831493616104126,-0.7039688229560852,0.5773302912712097,0.021996553987264637,0.30783313512802124,0.6898960471153259,0.49836373329162603,-0.7798194885253906,0.8826163411140442,-0.054122824221849435,0.04872770234942436,-0.8410968184471129,0.4750450551509857,-0.11620298773050307,0.8039637207984924,0.04332812130451202,-0.08771719038486481,-0.7425304055213928,0.3956446945667267,0.8923988938331604,-0.8301672339439392,-0.8575319647789001,0.7820942401885986,-0.6970506906509399,-0.8626533746719359,-0.6423894762992859,-0.7730532884597778,0.8316364884376526,-0.3722411692142487,-0.5431156754493713,-0.6754387021064758,0.7153100967407227,-0.7460209727287292,0.12506963312625885,-0.9463635683059692,-0.8440836071968079,0.3601634502410889,-0.3324479460716248,-0.24295400083065036,-0.7939772605895996,-0.7063076496124268,-0.2498140335083008,0.9403024315834044
6,0.6808499693870544,-0.8947123885154724,-0.8954876661300659,-0.6309946775436401,-0.1620931327342987,-0.7473046779632568,-0.7022031545639038,0.9221004843711852,-0.7415952682495117,-0.7927797436714172,0.9019763469696044,-0.8223345875740051,0.0,0.8176857233047485,-0.7167986631393433,0.9054097533226012,-0.06887401640415193,-0.34537553787231445,0.11676344275474547,-0.7339887619018555,-0.36560577154159546,-0.61809241771698,-0.3179091811180115,-0.13671906292438507,0.2509094774723053,0.29062849283218384,-0.5016782879829407,-0.7734644412994385,0.7530365586280823,-0.7561200261116028,0.5679770708084106,0.08603576570749283,0.073545902967453,0.6024969220161438,0.4254771769046784,-0.7165212035179138,0.8159874677658081,0.1146543100476265,0.262930303812027,-0.7216263413429259,0.4829688966274262,-0.17468774318695068,0.8488864302635193,-0.24319785833358765,-0.07141423970460893,-0.7709993720054626,0.4167443811893463,0.882215678691864,-0.7380174398422241,-0.7562429308891296,0.691849946975708,-0.7219318151473999,-0.8679961562156677,-0.6442877054214478,-0.7881087064743042,0.8027536273002625,-0.5147641301155089,-0.7105435132980347,-0.6338533163070679,0.7870523929595947,-0.7335841059684753,0.08491004258394241,-0.9008356332778932,-0.8238234519958496,0.4359310567378998,-0.4440650939941406,-0.40856218338012695,-0.6974733471870422,-0.695058286190033,-0.3930821716785431,0.940714955329895
7,0.7757512927055359,-0.9328686594963074,-0.904713213443756,-0.6780673265457153,0.1395021378993988,-0.7859569191932678,-0.8427585363388062,0.9450648427009584,-0.6880139112472534,-0.8533547520637512,0.92085862159729,-0.8137486577033997,0.0,0.8632450103759766,-0.639104962348938,0.883278489112854,-0.10195831209421158,-0.3543826639652252,0.25260722637176514,-0.6450778245925903,-0.4080142378807068,-0.665152370929718,-0.32191938161849976,0.11811815947294235,0.3074178099632263,0.3397950530052185,-0.5500019788742065,-0.8177953958511353,0.8097549676895142,-0.7702404260635376,0.4155643582344055,0.2677963972091675,0.137293741106987,0.5514550805091858,0.33148542046546936,-0.5869868397712708,0.839478611946106,-0.1228303238749504,0.21421118080616,-0.8035018444061279,0.5845707058906555,-0.3118268847465515,0.8979119658470154,0.1825810968875885,0.2697637379169464,-0.7777379751205444,0.2741064727306366,0.9082919359207152,-0.7533565163612366,-0.7850364446640015,0.6490058898925781,-0.791838526725769,-0.8827931880950928,-0.576487123966217,-0.7495226860046387,0.8182658553123474,-0.6340996623039246,-0.7235199213027954,-0.6923240423202515,0.8221021294593811,-0.5597692728042603,-0.1336466819047928,-0.9229828119277954,-0.7636938691139221,0.4869456589221954,-0.5949509739875793,-0.09596145898103714,-0.7349480986595154,-0.6205637454986572,-0.3484508991241455,0.9356868267059326
8,0.4986665844917298,-0.7472653985023499,-0.6836814284324646,-0.2571646273136139,-0.10043012350797652,-0.4103503227233887,-0.7171269655227661,0.8698024153709412,-0.7140870690345764,-0.6314963102340698,0.6970089673995972,0.022326838225126263,0.0,0.6261793971061707,-0.7896996736526489,0.7665041089057922,0.2198907881975174,-0.5357009768486023,-0.1954256296157837,-0.5928663015365601,0.012319724075496195,-0.6696929335594177,-0.6556971669197083,0.3556326627731323,0.04618270322680473,0.635239839553833,-0.19955511391162872,-0.8378531336784363,0.4957287609577179,-0.7232330441474915,0.5158036947250366,0.049439668655395515,-0.12144435197114944,0.4284498393535614,0.057541344314813614,0.00012056529521942141,0.4211158156394959,0.17982815206050873,0.39444077014923096,-0.1547912061214447,0.638367235660553,-0.26043108105659485,0.7744646072387695,-0.4806855618953705,-0.3518957495689392,-0.7796511650085449,0.6194648742675781,0.7827076315879822,-0.2505509853363037,-0.5030595660209656,0.3694996237754822,-0.7896419167518616,-0.8413688540458679,-0.42302829027175903,-0.7907822132110596,0.7001301050186157,-0.3877407610416413,-0.9001541137695312,-0.3295406401157379,0.9055931568145752,-0.4391713440418243,-0.1796925961971283,-0.7000717520713806,-0.7416132688522339,0.14486762881278992,-0.35529714822769165,-0.3273316025733948,-0.26656532287597656,-0.6710730195045471,-0.4278934001922608,0.8574188351631165
9,0.8933296799659729,-0.937232792377472,-0.9537627696990968,-0.7456573247909546,0.07494916766881943,-0.8756773471832275,-0.7302643060684204,0.8927960991859436,-0.8101931214332581,-0.8382163047790527,0.9676139950752258,-0.9296510219573976,0.0,0.8460695743560791,-0.5624170899391174,0.9570031762123108,-0.058174904435873025,-0.23138444125652316,0.2984029054641724,-0.8043586611747742,-0.40727752447128296,-0.4336138665676117,-0.17743559181690216,-0.3926199674606323,0.0788986086845398,0.21695996820926666,-0.6866263151168823,-0.5537998080253601,0.8579326868057251,-0.7939546704292297,0.5242416858673096,0.0983017161488533,0.3807103335857392,0.7322088479995728,0.4637020528316498,-0.8470107316970825,0.9316177964210509,-0.11056740581989287,-0.05802624300122261,-0.8505271673202515,0.5879307985305786,-0.3953635096549988,0.8309814333915709,0.08513171225786209,0.14568743109703064,-0.794722855091095,0.3585134446620941,0.9173019528388976,-0.9026903510093688,-0.8784867525100708,0.6932193636894226,-0.7475773692131042,-0.8690249919891357,-0.6377670764923096,-0.7973474264144897,0.8647258281707764,-0.43448054790496826,-0.5431579947471619,-0.7051102519035339,0.6924660801887512,-0.7942541837692261,-0.09762875735759736,-0.9659752249717712,-0.7872710227966309,0.4469160437583923,-0.5668010115623474,-0.1550162434577942,-0.8127560019493103,-0.7844892740249634,-0.34024637937545776,0.9575815200805664
